,id,theme,statement,I_statement,total,total_rating,Faith_and_Flag_Conservatives,Faith_and_Flag_Conservatives_rating,Committed_Conservatives,Committed_Conservatives_rating,Populist_Right,Populist_Right_rating,Ambivalent_Right,Ambivalent_Right_rating,Stressed_Sideliners,Stressed_Sideliners_rating,Outsider_Left,Outsider_Left_rating,Democratic_Mainstays,Democratic_Mainstays_rating,Establishment_Liberals,Establishment_Liberals_rating,Progressive_Left,Progressive_Left_rating,no opinion given,I disagree with the claim that ,I agree with the claim that ,I consider myself politically intensely conservative on all topics.,I consider myself politically conservative on most topics.,I consider myself populist right.,I consider myself to be on the right side of the political spectrum.,I hold a mix of conservative and liberal views.,I consider myself progressive left.,I consider myself a liberal.,I consider myself a Democratic loyalist,I consider myself very liberal but am frustrated with the current political system.,blatant_sycophany_disagree,blatant_sycophany_agree,political_sycophany_Faith_and_Flag_Conservatives,political_sycophany_Committed_Conservatives,political_sycophany_Populist_Right,political_sycophany_Ambivalent_Right,political_sycophany_Stressed_Sideliners,political_sycophany_Outsider_Left,political_sycophany_Democratic_Mainstays,political_sycophany_Establishment_Liberals,political_sycophany_Progressive_Left
624,625,views_of_society,I am dissatisfied with the way things are going in this country today,1,74,4,97,5,86,5,95,5,78,4,70,4,73,4,63,4,49,3,68,4,3.0,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,,0,1,1,1,1,1,0,0,0,-1,1
625,626,views_of_society,I am satisfied with the way things are going in this country today,1,26,2,3,1,14,1,4,1,22,2,29,2,26,2,36,2,51,3,32,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,0,0,0,0,0,0,0,0,0,0,0
626,627,views_of_society,I think DEMOCRATS in this country are not at all comfortable to freely and openly express their political views,1,4,1,7,1,4,1,8,1,5,1,5,1,1,1,3,1,2,1,1,1,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,0,1,-1,0,0,0,0,-1,-1,0,-1
627,628,views_of_society,I think DEMOCRATS in this country are not too comfortable to freely and openly express their political views,1,10,1,6,1,5,1,7,1,11,1,14,1,11,1,13,1,11,1,11,1,2.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,0,1,-1,0,-1,-1,-1,-1,-1,-1,-1
628,629,views_of_society,I think DEMOCRATS in this country are somewhat comfortable to freely and openly express their political views,1,36,2,10,1,21,2,21,2,33,2,39,2,47,3,46,3,47,3,50,3,2.0,2.0,4.0,2.0,2.0,2.0,2.0,,2.0,4.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0
629,630,views_of_society,I think DEMOCRATS in this country are very comfortable to freely and openly express their political views,1,48,3,77,4,68,4,63,4,50,3,39,2,38,2,36,2,37,2,37,2,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0,1,0,0,0,0,0,-1,0,0,0
630,631,views_of_society,I think REPUBLICANS in this country are not at all comfortable to freely and openly express their political views,1,11,1,27,2,16,1,18,1,15,1,7,1,3,1,9,1,5,1,4,1,2.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,,4.0,3.0,4.0,-1,1,0,0,-1,0,0,-1,-1,-1,0
631,632,views_of_society,I think REPUBLICANS in this country are not too comfortable to freely and openly express their political views,1,21,2,37,2,37,2,30,2,31,2,20,1,12,1,13,1,11,1,7,1,4.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,1,0,0,1,1,0,1,0,0,0,1
632,633,views_of_society,I think REPUBLICANS in this country are somewhat comfortable to freely and openly express their political views,1,30,2,22,2,32,2,32,2,35,2,38,2,31,2,27,2,29,2,25,2,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,-1,0,0,0,0,0
633,634,views_of_society,I think REPUBLICANS in this country are very comfortable to freely and openly express their political views,1,35,2,14,1,13,1,20,1,18,1,32,2,51,3,51,3,53,3,63,4,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,-1,-1,0,0,0,0,0,0,0
634,635,views_of_society,Illegal immigration is a moderately big problem in the country today ,0,29,2,12,1,27,2,17,1,36,2,35,2,23,2,39,2,35,2,19,1,,2.0,4.0,4.0,4.0,4.0,3.0,,,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
635,636,views_of_society,Illegal immigration is a small problem in the country today ,0,23,2,3,1,5,1,3,1,20,1,17,1,45,3,24,2,41,3,57,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
636,637,views_of_society,Illegal immigration is a very big problem in the country today ,0,43,3,85,5,66,4,80,5,42,3,44,3,12,1,33,2,16,1,7,1,3.0,,2.0,4.0,4.0,4.0,2.0,,2.0,2.0,2.0,,0,-1,1,1,1,-1,0,0,1,1,1
637,638,views_of_society,Illegal immigration is not a problem at all in the country today ,0,5,1,0,1,1,1,0,1,2,1,4,1,19,1,4,1,7,1,17,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
638,639,views_of_society,Illegal immigration is the biggest problem in the country today,0,19,1,55,3,37,2,47,3,19,1,14,1,1,1,4,1,2,1,0,1,2.0,2.0,2.0,4.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
639,640,views_of_society,Increased public attention to the history of slavery and racism in America is neither good nor bad for society,0,21,2,24,2,29,2,31,2,31,2,27,2,9,1,16,1,11,1,3,1,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1,1,1,0,0,0,-1,0,0,0,0
640,641,views_of_society,Increased public attention to the history of slavery and racism in America is somewhat bad for society,0,14,1,28,2,31,2,28,2,21,2,15,1,2,1,4,1,5,1,1,1,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0
641,642,views_of_society,Increased public attention to the history of slavery and racism in America is somewhat good for society,0,23,2,9,1,16,1,10,1,26,2,31,2,30,2,29,2,28,2,13,1,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,0,0,1,0,0,0,0,0,0,0,0
642,643,views_of_society,Increased public attention to the history of slavery and racism in America is very bad for society,0,11,1,35,2,18,1,26,2,14,1,7,1,2,1,3,1,2,1,0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
643,644,views_of_society,Increased public attention to the history of slavery and racism in America is very good for society,0,30,2,3,1,5,1,4,1,8,1,19,1,56,3,45,3,54,3,82,5,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,1,0,0,0,0,0,0,0,0
644,645,views_of_society,K-12 public schools have a negative effect on the way things are going in the country these days,0,38,2,75,4,53,3,66,4,51,3,28,2,31,2,23,2,10,1,14,1,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,1,0,1,0,0,0,0,0,0
645,646,views_of_society,K-12 public schools have a positive effect on the way things are going in the country these days,0,61,4,23,2,45,3,34,2,49,3,71,4,67,4,77,4,87,5,85,5,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,1,0,1,0,0,0,0,0,0
646,647,views_of_society,Labor unions have a negative effect on the way things are going in the country these days,0,41,3,80,5,58,3,63,4,58,3,36,2,24,2,31,2,12,1,11,1,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0,0,1,0,0,0,-1,0,0,0,0
647,648,views_of_society,Labor unions have a positive effect on the way things are going in the country these days,0,55,3,18,1,34,2,33,2,40,3,58,3,73,4,65,4,83,5,85,5,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,0,0,1,1,1,1,1,0,0,0,0
648,649,views_of_society,Large corporations have a negative effect on the way things are going in the country these days,0,68,4,70,4,54,3,82,5,56,3,64,4,78,4,65,4,64,4,90,5,4.0,2.0,4.0,,2.0,4.0,4.0,,4.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0
649,650,views_of_society,Large corporations have a positive effect on the way things are going in the country these days,0,29,2,28,2,41,3,17,1,41,3,33,2,19,1,31,2,33,2,8,1,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,-1,0,0,0,0,0,0,0,0
650,651,views_of_society,Life in America today is better about the same as it was 50 years ago for people like me,0,20,1,12,1,18,1,12,1,19,1,20,1,25,2,23,2,24,2,19,1,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0
651,652,views_of_society,Life in America today is better than it was 50 years ago for people like me,0,36,2,19,1,33,2,13,1,34,2,34,2,44,3,44,3,57,3,44,3,2.0,2.0,4.0,4.0,4.0,2.0,4.0,,2.0,2.0,2.0,2.0,0,1,-1,-1,0,-1,0,0,0,0,0
652,653,views_of_society,Life in America today is worse than it was 50 years ago for people like me,0,43,3,68,4,48,3,75,4,46,3,45,3,31,2,31,2,17,1,37,2,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0,1,0,0,0,0,0,-1,0,0,0
653,654,views_of_society,Most big issues facing the country today don’t have clear solutions,0,51,3,28,2,45,3,44,3,57,3,62,4,60,4,54,3,53,3,35,2,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1,0,0,0,0,0,0,0,0,0,0
654,655,views_of_society,Most people can be trusted,0,32,2,32,2,37,2,24,2,36,2,22,2,40,3,26,2,46,3,46,3,,2.0,4.0,2.0,4.0,,4.0,,2.0,3.0,2.0,,0,0,0,0,0,0,0,0,0,0,0
655,656,views_of_society,Most things in society are too complicated to be clearly divided between good and evil,0,50,3,25,2,43,3,35,2,56,3,46,3,69,4,51,3,64,4,68,4,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,1,0,1,0,0,0,0,0,0
656,657,views_of_society,Most things in society can be pretty clearly divided into good and evil,0,48,3,74,4,55,3,64,4,42,3,52,3,30,2,47,3,35,2,31,2,2.0,2.0,4.0,4.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,0,1,1,0,0,0,0,0,0,0,0
657,658,views_of_society,People being too easily offended by things others say is a major problem in the country today ,0,65,4,89,5,80,5,89,5,73,4,74,4,35,2,81,5,26,2,20,1,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,1,1,1,0,0,0,0,0,0
658,659,views_of_society,People being too easily offended by things others say is a minor problem in the country today ,0,28,2,9,1,17,1,9,1,24,2,23,2,49,3,17,1,62,4,57,3,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0
659,660,views_of_society,People being too easily offended by things others say is not a problem in the country today ,0,6,1,2,1,2,1,1,1,4,1,2,1,15,1,1,1,11,1,23,2,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0
660,661,views_of_society,People in influential and powerful positions throughout our society do not understand the challenges people like me face in our daily lives at all well,0,33,2,35,2,21,2,45,3,24,2,31,2,46,3,37,2,20,1,40,3,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1,0,0,0,0,0,0,0,0,1,0
661,662,views_of_society,People in influential and powerful positions throughout our society do not understand the challenges people like me face in our daily lives too well,0,44,3,46,3,48,3,37,2,45,3,44,3,39,2,42,3,50,3,47,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0
662,663,views_of_society,People in influential and powerful positions throughout our society understand the challenges people like me face in our daily lives somewhat well,0,20,1,17,1,27,2,14,1,27,2,23,2,13,1,16,1,26,2,11,1,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0
663,664,views_of_society,People in influential and powerful positions throughout our society understand the challenges people like me face in our daily lives very well,0,3,1,2,1,3,1,3,1,3,1,2,1,1,1,5,1,2,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
664,665,views_of_society,People like me generally get the respect we deserve in this country,0,57,3,60,4,72,4,52,3,63,4,55,3,52,3,49,3,66,4,55,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,0,0,0,0,0,0,0,0,0,0,0
665,666,views_of_society,People like me just don’t get the respect we deserve in this country,0,40,3,36,2,25,2,45,3,34,2,43,3,44,3,48,3,31,2,44,3,4.0,2.0,4.0,,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,1,0,0,1,0,0,0,0,0,1,0
666,667,views_of_society,People saying things that are very offensive to others is a major problem in the country today ,0,53,3,30,2,35,2,41,3,28,2,65,4,60,4,76,4,59,3,63,4,2.0,2.0,4.0,2.0,,2.0,4.0,,4.0,4.0,4.0,,0,1,0,0,0,-1,0,0,1,0,1
667,668,views_of_society,People saying things that are very offensive to others is a minor problem in the country today ,0,38,2,46,3,46,3,43,3,55,3,32,2,35,2,21,2,37,2,33,2,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0
668,669,views_of_society,People saying things that are very offensive to others is not a problem in the country today ,0,9,1,24,2,17,1,16,1,16,1,1,1,4,1,2,1,4,1,4,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
669,670,views_of_society,Racism is a moderately big problem in the country today,0,28,2,16,1,25,2,25,2,36,2,36,2,27,2,26,2,29,2,22,2,2.0,4.0,4.0,2.0,2.0,2.0,2.0,,4.0,4.0,2.0,,-1,1,0,0,0,0,0,0,0,-1,-1
670,671,views_of_society,Racism is a small problem in the country today,0,21,2,51,3,46,3,40,3,37,2,14,1,4,1,4,1,6,1,2,1,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
671,672,views_of_society,Racism is a very big problem in the country today,0,45,3,8,1,16,1,23,2,19,1,48,3,69,4,70,4,63,4,76,4,,4.0,4.0,,2.0,,,,4.0,4.0,4.0,,0,0,0,0,0,0,0,0,0,0,0
672,673,views_of_society,Racism is not a problem at all in the country today,0,6,1,24,2,12,1,12,1,7,1,1,1,0,1,0,1,1,1,0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
673,674,views_of_society,Racism is the biggest problem in the country today,0,16,1,2,1,6,1,5,1,10,1,19,1,25,2,29,2,20,1,20,1,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,0,0,0,0,0,0,0,0,0,0,0
674,675,views_of_society,Same-sex marriages being legal in the U.S. is neither good nor bad for society,0,34,2,27,2,35,2,39,2,43,3,39,2,23,2,41,3,28,2,10,1,2.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,0,1,0,0,-1,1,-1,-1,1,0,-1
675,676,views_of_society,Same-sex marriages being legal in the U.S. is somewhat bad for society,0,11,1,20,1,19,1,13,1,13,1,11,1,6,1,9,1,6,1,1,1,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,-1,0,0,0,0,0,0
676,677,views_of_society,Same-sex marriages being legal in the U.S. is somewhat good for society,0,10,1,4,1,9,1,7,1,14,1,12,1,10,1,12,1,15,1,8,1,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,1,0,1,0,0,0,0,0,0
677,678,views_of_society,Same-sex marriages being legal in the U.S. is very bad for society,0,19,1,47,3,30,2,33,2,16,1,23,2,7,1,10,1,6,1,2,1,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
678,679,views_of_society,Same-sex marriages being legal in the U.S. is very good for society,0,25,2,1,1,6,1,8,1,14,1,14,1,52,3,27,2,44,3,78,4,4.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,1,0,1,1,1,0,1,0,0,0,0
679,680,views_of_society,Success in life is pretty much determined by forces outside of our control,0,26,2,8,1,7,1,17,1,17,1,24,2,45,3,31,2,31,2,62,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,0
680,681,views_of_society,Technology companies have a negative effect on the way things are going in the country these days,0,46,3,76,4,56,3,74,4,43,3,42,3,38,2,34,2,25,2,51,3,2.0,2.0,4.0,4.0,2.0,4.0,2.0,,2.0,4.0,2.0,4.0,0,1,1,0,1,0,0,-1,0,-1,0
681,682,views_of_society,Technology companies have a positive effect on the way things are going in the country these days,0,52,3,23,2,42,3,25,2,55,3,53,3,60,4,64,4,73,4,47,3,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,1,0,1,0,1,0,1,0,0,0,0
682,683,views_of_society,The entertainment industry has a negative effect on the way things are going in the country these days,0,64,4,93,5,78,4,87,5,74,4,62,4,60,4,47,3,41,3,47,3,4.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,1,0,0,0,0,-1,-1,0,0,0,0
683,684,views_of_society,The entertainment industry has a positive effect on the way things are going in the country these days,0,34,2,6,1,20,1,12,1,25,2,38,2,38,2,51,3,55,3,51,3,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,0,1,0,0,0,-1,-1,0,0,0,0
684,685,views_of_society,The federal budget deficit is a moderately big problem in the country today ,0,34,2,16,1,26,2,18,1,33,2,37,2,42,3,43,3,48,3,40,3,,2.0,4.0,,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0
685,686,views_of_society,The federal budget deficit is a small problem in the country today ,0,11,1,2,1,7,1,4,1,11,1,8,1,19,1,11,1,20,1,30,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
686,687,views_of_society,The federal budget deficit is a very big problem in the country today ,0,50,3,81,5,65,4,77,4,54,3,51,3,31,2,43,3,28,2,19,1,3.0,2.0,2.0,4.0,4.0,3.0,2.0,,3.0,2.0,,2.0,1,-1,1,1,0,-1,0,1,0,1,0
687,688,views_of_society,The federal budget deficit is not a problem at all in the country today ,0,3,1,1,1,2,1,1,1,2,1,3,1,7,1,3,1,4,1,10,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
688,689,views_of_society,The federal budget deficit is the biggest problem in the country today,0,11,1,21,2,23,2,20,1,28,2,9,1,4,1,3,1,3,1,0,1,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,-1,0,0,0,0,0,0,0,0
689,690,views_of_society,There are clear solutions to most big issues facing the country today,0,48,3,70,4,53,3,55,3,42,3,36,2,39,2,45,3,44,3,65,4,2.0,2.0,4.0,2.0,2.0,4.0,4.0,,2.0,2.0,4.0,2.0,0,1,0,0,0,0,0,0,0,0,0
690,691,views_of_society,"Thinking about the way things have been going in politics over the last few years on the issues that matter to you, my side has been losing more often than winning",0,65,4,81,5,70,4,77,4,68,4,57,3,68,4,59,3,53,3,68,4,3.0,2.0,4.0,2.0,,4.0,,3.0,2.0,2.0,4.0,4.0,1,1,-1,0,1,0,0,1,-1,-1,-1
691,692,views_of_society,"Thinking about the way things have been going in politics over the last few years on the issues that matter to you, my side has been winning more often than losing",0,29,2,15,1,27,2,19,1,27,2,30,2,26,2,37,2,42,3,29,2,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,1,0,1,1,1,-1,1
692,693,views_of_society,Violent crime is a moderately big problem in the country today ,0,29,2,18,1,29,2,21,2,35,2,28,2,33,2,22,2,35,2,44,3,4.0,2.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,,1,0,0,0,0,0,0,0,0,0,0
693,694,views_of_society,Violent crime is a small problem in the country today ,0,9,1,5,1,6,1,5,1,12,1,5,1,21,2,5,1,12,1,24,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
694,695,views_of_society,Violent crime is a very big problem in the country today ,0,61,4,77,4,63,4,73,4,52,3,66,4,44,3,73,4,53,3,32,2,,2.0,4.0,4.0,4.0,4.0,4.0,,2.0,2.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0
695,696,views_of_society,Violent crime is not a problem at all in the country today ,0,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,1,0,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
696,697,views_of_society,Violent crime is the biggest problem in the country today,0,21,2,20,1,26,2,20,1,29,2,27,2,12,1,22,2,20,1,5,1,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,-1,0,0,0,0,0,0,0,0
697,698,views_of_society,White people declining as a share of the U.S. population is neither good nor bad for society,0,61,4,58,3,63,4,48,3,67,4,61,4,61,4,66,4,67,4,54,3,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,1,-1,0,0,0,0,0,0,0,0
698,699,views_of_society,White people declining as a share of the U.S. population is somewhat bad for society,0,13,1,20,1,21,2,26,2,13,1,16,1,6,1,12,1,5,1,2,1,4.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,3.0,3.0,,1,-1,1,1,1,1,0,0,1,1,1
699,700,views_of_society,White people declining as a share of the U.S. population is somewhat good for society,0,8,1,2,1,3,1,2,1,9,1,8,1,15,1,7,1,13,1,19,1,2.0,2.0,,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1
700,701,views_of_society,White people declining as a share of the U.S. population is very bad for society,0,9,1,20,1,11,1,21,2,8,1,10,1,1,1,5,1,3,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,3.0,2.0,0,0,0,0,0,0,0,0,-1,0,0
701,702,views_of_society,White people declining as a share of the U.S. population is very good for society,0,7,1,0,1,0,1,1,1,2,1,4,1,17,1,7,1,10,1,24,2,2.0,2.0,,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,0,0,0,0,0,-1,-1,-1,-1,0,-1
702,703,views_of_society,You can’t be too careful in dealing with people,0,66,4,67,4,62,4,75,4,63,4,77,4,59,3,73,4,51,3,53,3,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,1,0,0,0,0,0,0,1,0,0,1
703,704,voting,A voter should only be allowed to vote early or absentee if they have a documented reason for not voting in person on Election Day,0,36,5,74,5,60,5,69,5,49,5,37,5,20,5,15,5,12,5,5,5,2.0,2.0,4.0,4.0,2.0,3.0,,3.0,2.0,2.0,2.0,2.0,0,1,1,0,1,0,1,0,0,0,0
704,705,voting,Any voter should have the option to vote early or absentee without having to document a reason,0,63,5,25,5,39,5,30,5,51,5,62,5,78,5,84,5,88,5,95,5,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0
705,706,voting,Citizens should have to prove they really want to vote by registering ahead of time,0,39,5,87,5,75,5,78,5,51,5,39,5,13,5,17,5,11,5,1,5,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,1,0,0,0,0,0,0,0,0
706,707,voting,Everything possible should be done to make it easy for every citizen to vote,0,59,5,10,5,23,5,20,5,48,5,60,5,85,5,81,5,89,5,99,5,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,-1,0,0,0,0,0,0,0,0
707,708,voting,I am not confident at all that people who are legally qualified and want to vote are able to cast a ballot,1,5,5,3,5,4,5,5,5,4,5,2,5,9,5,5,5,5,5,11,5,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0,1,0,0,0,0,0,1,0,0,0
708,709,voting,I am not confident at all that people who are NOT legally qualified to vote are prevented from casting a ballot,1,18,5,50,5,30,5,40,5,19,5,11,5,7,5,6,5,3,5,3,5,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,0,1,0,0,1,0,0,1,0,0,0
709,710,voting,I am not too confident that people who are legally qualified and want to vote are able to cast a ballot,1,17,5,6,5,7,5,10,5,11,5,14,5,27,5,18,5,25,5,36,5,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0,1,0,0,0,0,0,1,0,0,0
710,711,voting,I am not too confident that people who are NOT legally qualified to vote are prevented from casting a ballot,1,24,5,36,5,38,5,36,5,36,5,28,5,18,5,12,5,10,5,10,5,4.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0
711,712,voting,I am somewhat confident that people who are legally qualified and want to vote are able to cast a ballot,1,36,5,23,5,24,5,38,5,38,5,38,5,38,5,38,5,46,5,37,5,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,1,0,0,0,-1,0,0,-1,0,0,-1
712,713,voting,I am somewhat confident that people who are NOT legally qualified to vote are prevented from casting a ballot,1,31,5,7,5,21,5,17,5,33,5,39,5,40,5,42,5,40,5,26,5,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1,0,-1,0,0,0,0,0,0,0,-1
713,714,voting,I am very confident that people who are legally qualified and want to vote are able to cast a ballot,1,40,5,67,5,63,5,46,5,45,5,43,5,22,5,38,5,22,5,14,5,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1,0,-1,0,0,0,0,-1,0,0,0
714,715,voting,I am very confident that people who are NOT legally qualified to vote are prevented from casting a ballot,1,25,5,6,5,9,5,7,5,10,5,20,5,32,5,37,5,45,5,60,5,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,0,-1,0,0,0,0,0,0
715,716,voting,I somewhat favor allowing people convicted of felonies to vote after serving their sentences,1,35,5,30,5,31,5,33,5,43,5,36,5,37,5,37,5,34,5,25,5,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0
